"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Dec 02 23:08:02 MSK 2021","Thu Dec 02 23:08:07 MSK 2021","4893","","galja_johny.tests.FormTestWithPageObjects","","galja_johny.tests.FormTestWithPageObjects","successfulFilling","successfulFilling()",""
